title,content
"['france', 'adopte', 'loi', 'contre', 'ingérences', 'étrangères']","['france', 'adopte', 'loi', 'contre', 'ingérences', 'étrangèresparis', 'franceles', 'députés', 'français', 'définitivement', 'adopté', 'mercredi', 'loi', 'renforcer', '’', 'arsenal', 'législatif', 'contre', 'ingérences', 'étrangères', 'moment', 'tension', 'croissantes', 'fond', 'guerres', 'ukraine', 'gazaa', 'quatre', 'jours', 'européennes', 'juin', 'proposition', 'loi', 'renaissance', 'majorité', 'présidentielle', 'a', 'adoptée', 'dernier', 'vote', 'large', '’', 'assemblée', 'nationale', 'voix', 'contrela', 'proposition', 'loi', 'entend', 'notamment', 'créer', 'registre', 'national', '’', 'influence', 'procédure', 'gel', 'avoirs', 'financier', 'renforcer', 'titre', 'expérimental', 'cette', 'lutte', 'surveillance', 'algorithmique', 'aujourd', '’', 'hui', 'réservée', '’', 'antiterrorisme', '«', '’', 'adoption', 'texte', 'offre', 'armes', 'efficaces', 'service', 'renseignement', 'faire', 'face', '»', 'a', 'salué', 'communiqué', 'député', 'sacha', 'houlié', '«', 'crucial', 'renforcer', 'arsenal', '»', 'a', 'soutenu', 'ministre', 'délégué', 'commerce', 'extérieur', 'franck', 'riester', 'évoquant', '«', 'démocratie', 'attaquée', '’', 'intérieur', 'comme', '’', 'extérieur', '»', 'plusieurs', 'affaire', 'récentes', 'fait', 'grand', 'bruit', 'france', 'fond', 'soupçons', 'manipulation', 'étrangère', 'comme', 'étoiles', 'david', 'taguées', 'murs', 'région', 'parisienne', 'main', 'rouge', 'peintes', 'mémorial', 'shoah', 'paris', '«', 'faux', 'cercueils', '»', 'déposés', 'sou', 'tour', 'eiffel', 'moscou', 'soupçonné', '’', 'être', 'derrière', 'actes', 'déstabilisationla', 'proposition', 'loi', 'a', 'reçu', 'soutien', 'droite', 'rassemblement', 'national', 'extrême', 'droite', 'si', 'député', 'rn', 'kévin', 'pfeffer', 'a', 'dénoncé', '«', 'petite', 'loi', '…', 'très', 'loin', 'enjeux', '»', 'gauche', '’', 'revanche', 'divisée', 'si', 'socialistes', 'soutenu', 'texte', 'seul', 'député', 'groupe', 'écologiste', 'voté', '’', 'abstenu', 'députés', 'communistes', 'insoumis', 'lfi', 'gauche', 'radicale', 'voté', 'contre–', 'algorithmes', '–', 'texte', '«', '’', 'seulement', 'vide', 'inefficace', 'dangereux', 'prend', 'prétexte', 'lutte', 'contre', 'ingérences', 'étrangères', 'réduire', 'encore', '’', 'espace', 'libertés', 'publiques', '»', 'a', 'tancé', 'aurélien', 'saintoul', 'lfi', 'défendant', 'vain', 'motion', 'rejetdans', 'viseur', '’', 'élargissement', 'ca', '’', 'ingérences', 'étrangères', 'titre', 'expérimental', 'quatre', 'an', '’', 'dispositif', 'surveillance', 'algorithmique', 'lancé', 'destiné', 'repérer', 'données', 'connexion', 'internetil', 'jusquelà', 'restreint', 'terrorisme', 'auteur', 'texte', 'espèrent', '’', 'donnera', 'résultats', 'plus', 'probants', 'contre', 'ingérencesdes', 'opposants', 'mesure', '’', 'inquiètent', 'périmètre', 'fixé', 'loi', 'estimant', '’', 'permettra', '’', 'utiliser', 'algorithmes', 'audelà', 'domainela', 'proposition', 'loi', 'entend', 'également', 'obliger', 'représentants', '’', 'intérêts', 'étrangers', 'font', 'lobbying', 'france', 'notamment', 'auprès', '’', 'élus', '’', 'inscrire', 'registre', 'national', 'régime', 'sanction', 'entrerait', 'vigueur', '1er', 'juillet', '2025seront', 'concernées', '«', 'personnes', 'physique', 'morale', '»', 'tenteraient', '»', 'influer', 'décision', 'publique', '»', 'politiques', 'publiques', 'françaises', 'entrant', 'exemple', 'contact', 'candidats', 'élections', 'présidentielle', 'législatives', 'sénatoriales', 'européennes', 'parlementaires', 'ministres', 'certains', 'élus', 'locaux', 'encore', '’', 'anciens', 'présidents', 'républiqueune', 'partie', 'gauche', 'appelé', 'davantage', 'gardefous', '’', 'inquiétant', 'conséquences', 'certains', 'journalistes', 'partis', 'étrangers', '’', 'opposition', 'ongles', 'entités', 'étrangères', 'considérées', 'comme', 'commanditaires', 'potentiels', 'entreprises', 'contrôlées', 'etats', 'partis', 'politiques', 'hors', 'ue', 'puissance', 'étrangères', 'ellesmêmes', 'toujours', 'extérieures', '’', 'union', 'européennele', 'texte', 'prévoit', 'également', 'gel', 'avoirs', 'financier', 'personnes', 'entreprises', 'entités', 'livrant', 'activités', '’', 'ingérencele', 'texte', 'instaure', 'aussi', 'circonstance', 'aggravante', 'crime', 'délits', 'commis', '’', 'intérêt', '’', 'puissance', 'entreprise', 'organisation', 'étrangère', 'autorise', 'recours', 'technique', 'spéciales', '’', 'enquête', 'écoutes', 'localisation', 'etc…', 'procédures', 'judiciairesavec', 'afp']"
"['burkina', 'plus', 'milliard', 'fcfa', 'dépensés', '’', 'acquisition', 'matériels', 'militaires', 'ministre']","['burkinaarméeinvestissementsburkina', 'plus', 'milliard', 'fcfa', 'dépensés', '’', 'acquisition', 'matériels', 'militaires', 'ministreouagadougou', 'juin', '2024aible', 'ministre', '’', 'economie', 'aboubakar', 'nakanabo', 'a', 'affirmé', 'près', '’', 'milliard', 'dollar', 'plus', 'milliard', 'fcfa', 'dépensés', '’', 'acquisition', 'matériels', 'militaires', 'cadre', 'lutte', 'contre', 'terrorisme', 'restauration', '’', 'intégrité', 'territorialeaboubakar', 'nakanabo', 'a', 'ajouté', '’', 'quantité', 'matériel', 'acquis', 'transition', 'va', '«', 'progressivement', '»', 'orienter', 'dépenses', 'vers', '’', 'autres', 'secteurs', 'prioritairesdéjà', 'plus', 'milliard', 'fcfa', 'injectés', 'mai', 'éponger', 'partie', 'dette', 'intérieure', 'atil', 'ajoutéle', 'ministre', '’', 'exprimait', 'nuit', 'mercredi', 'jeudi', 'juin', 'radiodiffusion', 'télévision', 'burkina', 'lors', '’', 'émission', '«', 'tribune', 'redevabilité', '»', 'agence', '’', 'information', 'burkina', 'plus', '’', 'information', 'venir', 'nb', 'photo', '’', 'archive', '’', 'illustration']"
"['force', 'rus', 'abattront', 'chasseurs', 'f16', 'audessus', '’', 'ukraine', 'indique', 'moscou']","['sécurité', 'ministèreueavionsdiplomatieles', 'force', 'rus', 'abattront', 'chasseurs', 'f16', 'audessus', '’', 'ukraine', 'indique', 'moscoumoscou', 'juin', 'ta', 'tentatives', 'certains', 'pay', 'inamicaux', '’', 'autoriser', '’', 'utilisation', '’', 'f16', 'constituent', 'question', 'sécurité', 'majeure', 'russie', '’', 'pourquoi', 'force', 'armées', 'rus', 'abattront', 'si', 'chasse', 'survolent', 'territoire', 'ukrainien', 'a', 'déclaré', 'konstantin', 'gavrilov', 'chef', 'délégation', 'russe', 'pourparlers', 'vienne', 'sécurité', 'militaire', 'contrôle', 'armementsselon', 'pay', 'inamicaux', 'déjà', 'avertis', 'gravité', 'cette', 'question', '«', 'néanmoins', 'insistent', 'hollande', 'ainsi', '«', 'superhéros', '»', 'danois', 'fait', '«', 'autorisons', '’', 'utilisation', 'f16', '’', 'ensemble', 'territoire', 'russe', '»', 'a', 'rappelé', 'chef', 'délégation', 'commentaire', 'adressé', 'média', 'izvestiaauparavant', 'ministre', 'néerlandaise', 'défense', 'intérim', 'kajsa', 'ollongren', 'déclaré', 'paysbas', '’', 'intention', 'transférer', 'chasseurs', 'f16', '’', 'ukraine', 'pourraient', 'être', 'utilisés', 'frappe', 'contre', 'cibles', 'situées', 'territoire', 'russe', 'selon', 'paysbas', 'maintiennent', 'principe', 'tout', 'matériel', '’', 'transfèrent', 'kiev', 'fois', 'armes', 'remise', 'ukrainiens', 'derniers', 'peuvent', 'utiliser', 'propre', 'chefavec', 'ta']"
"['cycliste', 'burkinabè', 'vincent', 'mouni', 'remporte', '7e', 'étape', 'tour', 'cameroun']","['cycliste', 'burkinabè', 'vincent', 'mouni', 'remporte', '7e', 'étape', 'tour', 'cameroun', 'agence', '’', 'information', 'burkina']"
"['messi', '’', 'a', 'exclu', 'participation', 'coupe', 'monde']","['sport', 'footballcoupemessiparticipationmessi', '’', 'a', 'exclu', 'participation', 'coupe', 'monde', '2026tass', 'juin', '’', 'attaquant', '’', 'équipe', 'nationale', 'argentine', 'football', 'lionel', 'messi', '’', 'a', 'encore', 'décidé', '’', 'participerait', 'coupe', 'monde', 'cité', 'journaliste', 'fabrizio', 'romano', 'page', 'xen', 'juin', 'messi', 'a', 'annoncé', '’', '’', 'envisageait', 'participer', 'prochaine', 'coupe', 'monde', '«', 'cela', 'dépendra', 'condition', 'physique', 'a', 'déclaré', 'messi', 'temp', 'passe', 'vite', 'reste', 'encore', 'sais', 'comment', 'choses', 'passeront', 'momentlà', '’', 'âge', 'aussi', 'réalité', 'si', '’', '’', 'chiffre', 'match', 'joue', 'maintenant', 'mêmes', 'ceux', '’', 'joués', 'europe', 'tous', 'trois', 'jours', 'ligue', 'champion', 'championnat', 'france', 'espagne', 'cela', 'dépend', 'ressens', 'ressens', 'coéquipiers', 'niveau', 'verrons', '»', 'âgé', 'an', 'messi', 'a', 'évolué', 'sou', 'couleurs', 'barça', 'club', '’', 'attaquant', 'argentin', 'a', 'dix', 'fois', 'champion', '’', 'espagne', 'sept', 'fois', 'vainqueur', 'coupe', '’', 'espagne', 'huit', 'fois', 'supercoupe', '’', 'espagne', 'a', 'gagné', 'quatre', 'fois', 'ligue', 'champion', 'trois', 'fois', 'supercoupe', '’', 'uefa', 'trois', 'fois', 'coupe', 'monde', 'club', 'fifa', '’', 'argentin', 'a', 'joué', 'paris', 'saintgermain', 'psg', 'remportant', 'deux', 'fois', 'championnat', 'france', 'a', 'vainqueur', 'supercoupe', 'pay', 'joue', 'actuellement', 'club', 'américain', 'inter', 'miami', 'messi', 'a', 'reçu', 'huitième', 'fois', 'ballon', '’', 'or', 'prix', 'décerné', 'meilleur', 'joueur', '’', 'annéela', 'coupe', 'monde', 'déroulera', 'étatsunis', 'canada', 'mexiqueavec', 'ta']"
"['«', 'personne', 'peut', 'comprendre', 'quel', 'point', 'excité', 'moment', '»', 'kylian', 'mbappé']","['espagnefootball', '«', 'personne', 'peut', 'comprendre', 'quel', 'point', 'excité', 'moment', '»', 'kylian', 'mbappéouagadougou', 'juin', 'aib', '–', '’', 'attaquant', 'kylian', 'mbappé', 'an', 'a', 'laissé', 'éclater', 'satisfaction', 'après', 'avoir', 'signé', 'réal', 'madrid', 'club', 'rêve', '«', 'personne', 'peut', 'comprendre', 'quel', 'point', 'excité', 'moment', '’', 'hâte', 'voir', 'madridistas', 'merci', 'incroyable', 'soutien', '»', 'a', 'écrit', '’', 'attaquant', 'compte', 'xkylian', 'mbappé', 'a', 'toujours', 'clamé', 'amour', 'réal', 'madrid', 'finalement', 'resté', 'paris', 'saint', 'germain', 'après', 'saison', 'suite', 'pressions', 'diver', 'alors', '’', '’', 'apprêtait', 'rejoindre', 'capitale', 'espagnole', 'depuis', 'lors', 'réal', 'madrid', 'a', 'remporté', 'deux', 'ligues', 'champion', 'compatriote', 'eduardo', 'camavinga', 'ansagence', '’', 'information', 'burkina']"
"['vinicius', 'real', 'madrid', 'nommé', 'meilleur', 'joueur', 'ligue', 'champion']","['sport', 'footballliguerealviniciusvinicius', 'real', 'madrid', 'nommé', 'meilleur', 'joueur', 'ligue', 'championstass', 'juin', '’', 'attaquant', 'brésilien', 'real', 'madrid', 'espagnol', 'vinicius', 'nommé', 'meilleur', 'joueur', 'football', 'ligue', 'champion', 'saison', 'a', 'rapporté', 'service', 'presse', '’', 'union', 'association', 'européennes', 'football', 'uefale', 'milieu', 'terrain', 'real', 'madrid', 'jude', 'bellingham', 'a', 'nommé', 'meilleur', 'jeune', 'joueur', 'outre', 'vinicius', 'bellingham', '’', 'équipe', 'symbolique', 'ligue', 'champion', 'comprenait', 'gardien', 'gregor', 'kobel', 'borussia', 'dortmund', 'défenseurs', 'dani', 'carvajal', 'antonio', 'rüdiger', 'tous', 'deux', 'real', 'madrid', 'mat', 'hummels', 'ian', 'maatsen', 'tous', 'deux', 'borussia', 'milieu', 'terrain', 'vitinha', 'psg', 'marcel', 'sabitzer', 'borussia', 'attaquants', 'harry', 'kane', 'bayern', 'phil', 'foden', 'manchester', 'cityle', 'real', 'madrid', 'a', 'remporté', 'ligue', 'champion', '15e', 'fois', 'battant', 'finale', 'borussia', 'dortmund', 'carvajal', 'vinicius', 'marqué', 'buts', 'real', 'madridvinicius', 'a', 'an', 'joue', 'real', 'depuis', '’', 'équipe', 'espagnol', 'devenu', 'trois', 'fois', 'champion', '’', 'espagne', 'fois', 'vainqueur', 'coupe', 'nationale', 'deux', 'fois', 'supercoupe', 'ainsi', 'double', 'vainqueur', 'ligue', 'champion', 'total', 'brésilien', 'a', 'disputé', 'match', 'real', 'marquant', 'buts', 'faisant', 'pass', 'décisivesavec', 'ta']"
"['foot', 'real', 'madrid', 'attend', 'mbappé', 'vise', 'déjà', '16e', 'ligue', 'champion']","['foot', 'real', 'madrid', 'attend', 'mbappé', 'vise', 'déjà', '16e', 'ligue', 'championsmadrid', 'espagnea', 'peine', 'temp', 'fêter', 'quinzième', 'ligue', 'champion', 'real', 'madrid', 'insatiable', 'projette', 'déjà', 'vers', 'conquête', '’', '16e', 'couronne', 'européenne', 'bord', 'nouveau', 'joyau', 'kylian', 'mbappé', 'superstar', 'française', 'dont', '’', 'arrivée', 'désormais', 'imminentecomme', 'a', 'quelques', 'semaines', 'fêter', 'titre', 'liga', 'joueurs', 'staff', 'madrilènes', 'célèbreront', 'dimanche', 'victoire', 'face', 'borussia', 'dortmund', 'plusieurs', 'étapes', 'centreville', 'comme', 'bouquet', 'final', 'présentation', 'trophée', 'stade', 'santiago', 'bernabéu', 'soirée', '«', '’', 'semaine', 'dingue', 'madridismo', 'victoire', 'ligue', 'champion', 'célébrations', 'maintenant', 'mbappé…', '’', 'génial', '»', 'anticipe', 'déjà', 'carlos', 'supporter', 'an', 'attend', 'retour', 'héros', 'dimanche', 'fin', '’', 'aprèsmidicar', 'après', 'fête', 'début', 'semaine', 'devrait', 'encore', 'être', 'combler', 'joie', 'fan', 'real', '’', 'officialisation', 'probable', '’', 'arrivée', 'capitaine', 'bleu', 'certains', 'attendaient', 'depuis', 'plus', 'sept', 'ansdepuis', '’', 'a', 'annoncé', 'départ', 'psg', 'mai', 'tous', 'yeux', 'tournés', 'vers', 'capitale', 'espagnole', 'tout', 'converge', 'aujourd', '’', 'hui', 'feuilleton', 'prenne', 'bientôt', 'finl', '’', 'attaquant', 'an', '’', 'a', 'jamais', 'caché', 'attraction', 'real', 'fait', 'rêver', 'depuis', '’', 'enfance', '’', 'emblématique', 'président', 'merengue', 'florentino', 'pérez', 'a', 'fait', 'priorité', 'depuis', 'plusieurs', 'saisonsinterrogé', 'après', 'finale', 'samedi', '’', 'homme', '’', 'affaire', 'an', 'a', 'nouvelle', 'fois', 'botté', 'touche', 'si', '’', 'annonce', 'devrait', 'avoir', 'lieu', 'dès', 'lundi', 'mardi', 'selon', 'source', 'proche', 'dossier', '«', 'real', 'madrid', 'ligue', 'champion', '’', 'interminable', 'histoire', '’', 'amour', '…', 'parle', '’', 'équipe', 'vient', 'remporter', 'ligue', 'champion', 'va', 'parler', '’', 'joueur', '’', 'fait', 'partie', '»', 'a', 'déclaré', 'pérezsur', 'pelouse', 'wembley', 'golden', 'boy', 'jude', 'bellingham', 'a', 'part', 'tendu', 'bra', 'futur', 'coéquipier', '«', 'incroyable', 'joueur', 'comme', 'lui…', 'vu', 'soir', 'seule', 'petite', 'chose', 'manquait', '’', 'n9', 'efficace', 'devant', 'but', '’', 'vient', '’', 'apporte', 'cela', 'va', 'amener', 'autre', 'niveau', '’', '’', 'meilleurs', 'joueurs', 'monde', '»', 'atil', 'résumé', 'tnt', 'sport', '–', 'nouvelle', 'ère', '–', 'a', 'madrid', 'roi', '’', 'europe', 'socios', 'prêts', 'ouvrir', 'nouvelle', 'ère', 'domination', 'football', 'européen', 'mbappé', '«', 'si', '’', 'aujourd', '’', 'hui', 'match', 'terminé', 'dès', 'première', 'mitemps', 'a', 'besoin', '’', 'avantcentre', 'va', 'gagner', '16e', 'verrez', '’', 'année', 'prochaine', 'gagnera', '16e', 'mbappé', '»', 'a', 'lancé', 'nuit', 'nacho', 'canovas', 'supporter', 'real', 'an', '«', 'lassera', 'jamais', 'gagner', '’', 'real', 'madrid', 'faut', 'gagner', 'encore', 'gagner', 'crois', '’', 'attend', '’', 'début', '»', 'a', 'abondé', 'fran', 'socio', 'an', 'sortie', 'stade', 'santiago', 'bernabéu', 'où', 'finale', 'diffusée', 'écran', 'géant', 'devant', 'près', 'spectateursle', 'real', 'déjà', 'redoutable', '«', 'machine', 'gagner', '»', 'selon', 'quotidien', 'sportif', 'marca', 'renfort', 'mbappé', '’', 'meilleures', 'attaques', 'monde', 'côtés', 'brésilien', 'vinicius', 'junior', '’', 'anglais', 'jude', 'bellingham', 'tous', 'deux', 'candidats', 'ballon', '’', 'orselon', 'presse', 'espagnole', 'contour', 'contrat', 'déjà', 'définis', '«', 'kyks', '»', 'devrait', 'toucher', '’', 'plus', 'gros', 'salaires', '’', 'histoire', 'club', 'autour', 'million', '’', 'euro', 'brut', 'saison', 'juste', 'audessus', 'deux', 'vedettes', 'actuelles', 'vestiaire', 'bien', 'loin', 'émoluments', 'parisiens', 'estimés', 'million', '’', 'euro', 'annuels', 'hors', 'primesson', 'transfert', 'libre', 'devrait', 'également', 'être', 'accompagné', '’', 'prime', 'signature', 'plus', 'million', '’', 'euro', '’', 'répartition', 'inédite', 'droits', '’', 'imageavec', 'afp']"
"['ligue', 'champion', 'glorieuses', 'real', 'madrid']","['ligue', 'champion', 'glorieuses', 'real', 'madridparis', 'franceequipe', 'plus', 'titrée', '’', 'histoire', 'ligue', 'champion', 'trophées', 'real', 'madrid', 'a', 'connu', 'trois', 'grandes', 'périodes', 'permis', 'bâtir', 'palmarès', 'hors', 'normes', 'compétitionreine', 'club', 'europe–', '’', 'ère', 'pionniers', '19561966mené', 'alfredo', 'di', 'stefano', 'real', 'madrid', 'a', 'régné', 'sans', 'partage', 'continent', 'dès', 'création', 'coupe', '’', 'europe', 'cette', 'annéelà', 'merengue', '’', 'imposent', 'face', 'stade', 'reims', 'raymond', 'kopa', 'terme', '’', 'finale', 'indécise', 'parc', 'prince', 'début', '’', 'domination', '’', 'arrêtera', '’', 'après', 'cinq', 'titre', '’', 'affiléemadrid', 'voit', 'défiler', 'plus', 'grand', 'joueurs', '’', 'époque', 'a', 'di', 'stefano', 'ballon', '’', 'or', 'viennent', 'bientôt', '’', 'ajouter', 'kopa', 'ballon', '’', 'or', 'hongrois', 'ferenc', 'puskasaprès', 'deux', 'finale', 'perdues', 'contre', 'benfica', 'lisbonne', '’', 'eusebio', 'face', '’', 'inter', 'milan', 'real', 'retrouve', 'nouveau', 'toit', '’', 'europe', 'sans', 'douter', '’', 'entame', 'alors', 'très', 'longue', 'traversée', 'désert', 'scène', 'continentale', '–', 'fin', 'disette', 'retour', 'sommet', '19982002malgré', 'trophées', 'nationaux', 'pelle', 'deux', 'finale', 'coupe', 'coupe', 'perdues', 'autre', 'coupe', 'champion', 'défaite', 'contre', 'rom', 'real', 'devra', 'attendre', 'milieu', 'années', 'retrouver', 'peu', 'splendeur', 'européennela', 'fameuse', '«', 'quinta', 'del', 'buitre', '»', 'groupe', 'cinq', 'jeunes', 'joueurs', 'formés', 'club', 'composé', 'manolo', 'sanchis', 'martín', 'vazquez', 'michel', 'miguel', 'pardeza', 'emilio', 'butragueno', 'va', 'redonner', 'peu', 'lustre', 'madrilènes', '’', 'offrent', 'deux', 'coupe', '’', 'uefa', 'succès', 'coupe', 'champion', 'continue', 'fuir', 'bande', 'butragueno', 'échouera', 'trois', 'fois', 'demifinales', 'disette', 'c1', 'prend', 'fin', 'face', 'juventus', 'turin', 'an', 'après', 'dernier', 'sacre', 'madrilènel', '’', 'arrivée', 'commandes', '’', 'ancien', 'maison', 'vicente', 'del', 'bosque', 'puis', '’', 'accession', 'présidence', 'florentino', 'perez', 'vont', 'permettre', 'real', 'maintenir', 'sommet', '’', 'europe', 'dirigeant', 'assainit', 'comptes', 'vendant', 'municipalité', 'prix', 'préférentiel', 'centre', 'sportif', 'club', 'lance', '’', 'acquisition', 'star', 'modèle', 'fait', 'bonheur', 'madrilènes', 'années', '1960durant', '’', 'ère', 'galactiques', 'real', 'voit', 'défiler', 'armada', 'vedettes', 'figo', 'zidane', 'ronaldo', 'beckham', 'owen', 'roberto', 'carlos…', 'reprise', 'volée', 'fantastique', 'zidane', 'entrée', 'légende', 'permet', 'troupe', 'del', 'bosque', 'décrocher', '9e', 'c1', 'contre', 'leverkusen', 'bilan', 'global', 'cette', 'période', 'restera', 'mitigée', 'contrastée', 'échecs', 'répétés', 'europe', 'après', '–', 'ancelottizidane', 'duo', 'oraprès', 'court', 'intermède', 'ramon', 'calderon', 'présidence', 'perez', 'revient', 'affaire', 'dirigeant', 'poursuit', 'politique', 'star', 'sou', 'houlette', 'quintuple', 'ballon', '’', 'or', 'cristiano', 'ronaldo', 'leader', 'offensif', 'parfaitement', 'secondé', 'karim', 'benzema', 'sou', 'direction', '’', 'techniciens', 'européens', 'plus', 'réputés', 'carlo', 'ancelotti', 'madrid', 'va', 'laisser', 'miettes', 'rivauxle', 'technicien', 'italien', 'décroche', '«', 'decima', '»', '10e', 'titre', 'européen', 'real', 'puis', '’', 'adjoint', 'zinédine', 'zidane', 'devenu', 'n1', 'prend', 'relais', 'réussir', 'triplé', 'inédit', 'entraîneur', '2018en', '’', 'ex', 'n10', 'bleu', 'cr7', 'quitté', 'madrid', 'real', 'reste', 'maître', 'ligue', 'champion', 'grâce', 'retour', '’', 'ancelotti', 'banc', 'benzema', 'sommet', 'art', 'cours', '’', 'finale', 'disputée', 'stade', 'france', 'marquée', 'avant', 'coup', '’', 'envoi', 'incident', 'abords', '’', 'enceinte', 'graf', 'dysfonctionnements', 'dispositif', 'sécuritaire', 'merengue', '’', 'imposent', 'face', 'liverpool', 'but', 'viniciusdeux', 'an', 'plus', 'tard', 'brésilien', 'récidive', 'contre', 'borussia', 'dortmund', 'wembley', 'offre', '15e', 'trophée', 'merengue', '5e', 'ancelotti', '’', 'entraîneur', 'plus', 'titré', 'compétitionavec', 'afp']"
"['a', 'an', 'angloaméricains', 'débarquent', 'normandie', 'demande', 'russie']","['monde', '2e', 'guerre', 'mondialecommémorationil', 'a', 'an', 'angloaméricains', 'débarquent', 'normandie', 'demande', 'russieouagadougou', 'juin', 'aib', '–', 'etatsunis', '’', 'amérique', 'grande', 'bretagne', 'rares', 'pay', 'occidentaux', 'encore', 'libres', 'face', 'nazi', 'démarquent', 'juin', 'normandie', 'france', 'ouvrir', 'front', 'ouest', 'contre', '’', 'allemagne', 'demande', 'stalinele', '80e', 'anniversaire', 'débarquement', 'normandie', 'aujourd', '’', 'hui', 'célébré', 'faste', 'france', 'présence', 'président', 'américain', 'joe', 'biden', 'ukrainien', 'volodymir', 'zelensky', '’', 'vingtaine', 'chef', '’', 'etat', 'russie', '’', 'conviée', 'contraire', '’', 'ukraine', '«', 'face', 'ceux', 'prétendent', 'changer', 'frontières', 'force', 'dignes', 'ceux', 'débarqué', 'ici', '»', 'a', 'déclaré', 'président', 'français', 'emmanuel', 'macron', '«', 'merci', 'peuple', 'ukrainien', 'goût', 'liberté', 'là', 'faiblirons', '»', 'atil', 'ajouté', 'intension', 'claire', 'justifier', 'non', 'invitation', 'cette', 'cérémonie', 'russie', 'a', 'énormément', 'contribué', 'débarrasser', '’', 'europe', 'nazisme', '«', 'comment', 'peuton', 'célébrer', 'date', 'aussi', 'importante', 'lutte', 'contre', 'nazisme', 'ceux', 'mettent', 'néonazis', 'piédestal', 'présentent', 'comme', 'héros', 'nationaux', 'symbole', 'actuel', '’', 'état', 'ukrainien', '’', 'bandera', '’', 'principaux', 'associés', '’', 'hitler', 'europe', '’', '»', 'a', 'taclé', 'tour', 'chef', '’', 'état', 'russe', 'vladimir', 'poutinele', 'président', 'russe', 'a', 'aussi', 'rappelé', '’', 'staline', 'a', 'insisté', 'france', 'signataire', '’', 'acte', 'capitulation', '’', 'allemagne', 'moment', 'où', 'étatsunis', 'royaumeuni', '’', 'opposaientc', '’', 'conférence', 'téhéran', 'novembre', 'finalement', 'président', 'américain', 'franklin', 'delano', 'roosevelt', 'britannique', 'winston', 'churchill', 'promis', 'staline', '’', 'allaient', 'ouvrir', 'font', 'ouest', 'comme', '’', 'demandé', 'depuis', '1941le', 'débarquement', 'normandie', 'opération', 'militaire', 'géante', 'complexe', 'périlleuse', 'permet', '’', 'ouvrir', 'front', 'ouest', 'côtes', 'continentales', 'manche', 'main', 'allemands', 'complément', 'front', 'plus', 'grand', 'théâtre', '’', 'opérations', 'seconde', 'guerre', 'mondiale', 'mené', '’', 'union', 'soviétiquele', 'général', 'américain', 'eisenhower', 'commandant', 'quartier', 'général', 'force', 'alliées', 'europe', 'nordoccidentale', 'général', 'anglais', 'montgomery', 'commande', '’', 'ensemble', 'troupe', 'terrestre', 'engagées', 'conduisent', '’', 'opération', 'selon', 'anglais', 'a', 'hommes', 'tout', 'comprenant', 'soldats', 'américains', 'soldats', 'britanniques', 'canadiens', 'débarqué', 'nuitamment', 'plage', 'françaises', 'normandiedes', 'soldats', 'polonais', 'français', 'réfugiés', 'angleterre', 'également', 'pris', 'part', 'national', 'dday', 'mémorial', 'a', 'estimé', 'pertes', 'dont', 'américains', 'lors', 'cette', 'opérationle', 'débarquement', 'normandie', 'plus', '’', 'être', 'capitale', 'fin', 'deuxième', 'guerre', 'mondiale', 'europe', 'rendue', 'célèbre', 'plusieurs', 'film', 'notamment', '«', 'faut', 'sauver', 'soldat', 'rayan', '»', '«', 'bataille', 'ciel', '»', 'encore', '«', 'jour', 'plus', 'long', '»', 'an', 'plus', 'tard', 'pay', 'démarqué', 'normandie', 'ceux', 'profité', 'semblent', 'poursuivre', 'ambition', 'demeurées', '’', 'hégémonie', 'démiurgique', 'poussé', 'hitler', 'mussolini', '’', 'axe', 'tous', 'extrêmes', 'contre', '’', 'humanitémouor', 'aimé', 'kambire', 'photo', '’', 'illustration']"
